Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
Connecticut,UNKNOWN,UNKNOWN,UNKNOWN,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN
New South Wales,"Standing, gathering oysters",M,UNKNOWN,Right posterior thigh bitten,N,12h00,UNKNOWN
Hawaii,UNKNOWN,M,UNKNOWN,Severe abrasion when shark swam between his legs,N,UNKNOWN,UNKNOWN
Eastern Cape Province,Swimming,M,UNKNOWN,Leg severed,N,Early morning,UNKNOWN
Queensland,Fell into the water,M,UNKNOWN,bite to lower leg,N,Afternoon,UNKNOWN
Mindoro Occidental,Sea Disaster,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Victoria,Fishing for squid,UNKNOWN,UNKNOWN,"No injury to occupants, shark bit boat",N,Morning,20 shark
Mediterranean Sea,Diving,M,UNKNOWN,Lacerations to head,N,UNKNOWN,UNKNOWN
Mediterranean Sea,Sponge diving,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Tamaulipas,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
California,Hunting sharks,M,UNKNOWN,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,UNKNOWN,Basking shark
Florida,Swimming,M,15,FATAL,Y,UNKNOWN,3 m [10] shark
Mediterranean Sea,Floating on his back,M,9,Back muscles torn away,N,11h30,UNKNOWN
Mediterranean Sea,Bathing,M,19,"Forearm, wrist & hand bitten",N,09h30,UNKNOWN
Mediterranean Sea,Bathing,M,13,Left leg bitten,N,08h30,UNKNOWN
UNKNOWN,Fell overboard ,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Calabria,Fishing,M,UNKNOWN,Multiple injuries from boated shark PROVOKED INCIDENT,N,UNKNOWN,70 kg shark
North Island,Attempting to land a boat from the Hinemoa,M,UNKNOWN,FATAL,UNKNOWN,UNKNOWN,Shark involvement not confirmed
Negros ,Swimming,M,UNKNOWN,FATAL,UNKNOWN,UNKNOWN,Shark involvement not confirmed
Imperia Province,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Bathing,F,13,Drowning may mav preceded attack,UNKNOWN,UNKNOWN,Questionable
KwaZulu-Natal,Dangling feet in the water,M,UNKNOWN,Foot severed ,N,UNKNOWN,UNKNOWN
Florida,Rowing,M,UNKNOWN,No injury to occupants. shark bit oar,N,UNKNOWN,UNKNOWN
Florida,Hunting crayfish,M,UNKNOWN,Leg bitten,N,UNKNOWN,1.5 m [5] shark
Queensland,Fell oveboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Hawaii,Jumped overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Diving,M,UNKNOWN,Lacerations to hand from shark trapped inside diving bell. ,N,UNKNOWN,UNKNOWN
UNKNOWN,Diving,M,UNKNOWN,Lacerations to fingers,N,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New York,Swimming,M,UNKNOWN,Laceration to thigh,N,Afternoon,UNKNOWN
New South Wales,Swimming after their boat capsized,M,UNKNOWN,"Reported fatal, but this is a questionable incident",UNKNOWN,UNKNOWN,Questionable
Aden,Swimming at side of small boat,M,24,"FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ",Y,Afternoon,UNKNOWN
Aden,Standing,M,22,FATAL,Y,UNKNOWN,UNKNOWN
Santiago de Cuba Province,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Province,boat from City of Naples capsized,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Muala,The cutter Francis Adams foundered,M,UNKNOWN,Lacerations to thigh,N,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,01h00,UNKNOWN
UNKNOWN,Sponge divers,M,UNKNOWN,Unknown,UNKNOWN,UNKNOWN,Questionable
South Carolina,Fishing (Seining),M,15,Lacerations to left hand,N,UNKNOWN,White shark
Santiago de Cuba Province,13 men in the water after sailboat capsized & sank,M,UNKNOWN,"FATAL, 7 survived but 6 were taken by sharks",Y,UNKNOWN,UNKNOWN
Kingston Parish,Trailing hand in the water,F,UNKNOWN,"Hand lacerated, 2 fingers severed",N,UNKNOWN,UNKNOWN
Camaguey Province,Attempting to escape by swimming to shore,M,UNKNOWN,"FATAL, 4 were killed by sharks, 1 survived",Y,UNKNOWN,UNKNOWN
Florida,UNKNOWN,M,UNKNOWN,Lacerations,N,UNKNOWN,UNKNOWN
Aden,Diving for coins,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Hawaii,Loss of the schooner Nomad,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
East coast,Angling,M,UNKNOWN,Hooked shark bit his leg PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
Vera Cruz,Diving,M,UNKNOWN,Minor injuries,UNKNOWN,UNKNOWN,Questionable
Ratak ,Fishing,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,3 sharks
Rhode Island,Fishing,M,UNKNOWN,Lacerations to hand by netted shark PROVOKED INCIDENT,N,Late Afternoon,"1310"" shark"
South Carolina,Standing,M,UNKNOWN,Lacerations to lower leg,N,UNKNOWN,UNKNOWN
KwaZulu-Natal,Wading after stray fish from seine netter’s catch,M,UNKNOWN,FATAL,Y,Morning,UNKNOWN
Socotra Islands,Wreck of the steamship Sultan of Bombay,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Mediterranean Sea,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Massachusetts,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,M,UNKNOWN,Lacerations to left arm,N,UNKNOWN,UNKNOWN
Mediterranean Sea,UNKNOWN,UNKNOWN,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN
Victoria,Fishing,M,UNKNOWN,No injury to occupants. Shark bit boat several times,N,05h00,12 to 14 shark
North Island,Bathing,M,26,"FATAL, left arm severed at elbow,  right arm at wrist ",Y,UNKNOWN,UNKNOWN
South Island,UNKNOWN,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Western Australia,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Western Australia,Boat swamped,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Diving,M,UNKNOWN,Leg severed,N,UNKNOWN,UNKNOWN
Hawaii,Fishing,M,35,FATAL,Y,10h30,UNKNOWN
South Carolina,Bathing,M,UNKNOWN,Lacerations to foot and calf,N,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,11,FATAL,Y,Afternoon,UNKNOWN
Florida,"Swimming ashore from a ""filibuster""",M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Off Cape Haitien,Wading,M,15,Leg severed below knee,N,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,14,FATAL,Y,UNKNOWN,UNKNOWN
St Michael Parish,Diving for coins,M,UNKNOWN,Leg bitten,N,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Havana Province,Shipwreck,M,UNKNOWN,Probable drowning & scavenging,UNKNOWN,Night,Questionable
Aden,Diving for coins,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Carolina,Fishing,UNKNOWN,UNKNOWN,"No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N,UNKNOWN,5 shark
Rhode Island,Swimming,M,26,FATAL,Y,05h00,UNKNOWN
New Jersey,Fishing,M,UNKNOWN,Arm bitten,N,UNKNOWN,UNKNOWN
UNKNOWN,Hunting seals,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Diving,M,UNKNOWN,Right hand severed,N,UNKNOWN,UNKNOWN
Western Australia,Pearl diving,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Bimini Islands,Sea Disaster : Wreck of the Carrie E. Long,M,UNKNOWN,Heel bitten,N,UNKNOWN,UNKNOWN
South Island,"""Boat accident""",M,UNKNOWN,FATAL       Thigh bitten,Y,UNKNOWN,UNKNOWN
Eastern Cape Province,"""Crossing the river""",M,28,"FATAL, right arm lacerated ",Y,12h00,UNKNOWN
South Island,Swimming,M,UNKNOWN,Lacerations to foot,N,Early morning,UNKNOWN
Moluccas,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Queensland,Swimming,M,13,Lower leg & foot bitten,N,UNKNOWN,UNKNOWN
New South Wales,Swimming,M,14,FATAL,Y,UNKNOWN,UNKNOWN
Bocas del Toro,"Swimming, after sailboat capsized",M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Western Australia,UNKNOWN,UNKNOWN,UNKNOWN,No injury to occupants of boat,N,UNKNOWN,UNKNOWN
Florida,Fishing,M,UNKNOWN,Left leg bitten PROVOKED INCIDENT,N,UNKNOWN,12 shark
New South Wales,Bathing,M,19,"""Lost his arm""",N,Morning,10 to 12 shark
Alabama,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Virginia,Bathing,M,UNKNOWN,Lacerations to leg,N,UNKNOWN,UNKNOWN
Vita Levu,Dangling feet in the water,F,UNKNOWN,Foot severed,N,UNKNOWN,UNKNOWN
Texas,Fishing,M,UNKNOWN,Laceration to calf  PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
New York,Swimming,F,UNKNOWN,No injury,UNKNOWN,UNKNOWN,"Shovelnose shark, 5"
Florida,Swimming / floating on his back,M,UNKNOWN,Lacerations to thigh,N,UNKNOWN,UNKNOWN
Provence,Fishing,M,UNKNOWN,No injury,Y,UNKNOWN,1.8 m shark
Florida,Bathing,M,UNKNOWN,"""Painfully injured"" but no details",UNKNOWN,UNKNOWN,UNKNOWN
Western Cape Province,Swimming after harpooned whale capsized boat,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Carolina,Bathing ,M,UNKNOWN,Right leg bitten,N,UNKNOWN,UNKNOWN
Bay of Campeche,Fell from yardarm of British ship Rover,M,UNKNOWN,FATAL ,Y,UNKNOWN,20 shark
Rangoon,Bathing,F,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Rangoon,Bathing,F,UNKNOWN,FATAL ,Y,UNKNOWN,UNKNOWN
Bay of Bengal,Murder,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
 Primorje-Gorski Kotar County,small boat,UNKNOWN,UNKNOWN,No injury; no attack,UNKNOWN,UNKNOWN,Invalid
Luzon Island,Abandoning burning steamship Don Juan,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Bayelsa State,A barque wrecked,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,HMS Victoria collided with the HMS Camperdown,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Canoe swamped,F,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Havana Province,His balloon crashed in the harbor,M,UNKNOWN,FATAL,Y,16h00,UNKNOWN
UNKNOWN,Swimming after falling overboard from the sealing ship Vesper,M,UNKNOWN,"One leg severed by the shark, the other surgically amputated",N,UNKNOWN,UNKNOWN
Queensland,"Boat capsized, swimming ashore",M,UNKNOWN,Leg bitten,N,UNKNOWN,UNKNOWN
Tasmania,"Boat capsized, swimming ashore",M,UNKNOWN,"Fatal, probable drowning",UNKNOWN,16h30,Shark involvement prior to death unconfirmed
South Island?,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Murdered,M,UNKNOWN,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y,UNKNOWN,UNKNOWN
Mediterranean Sea,UNKNOWN,UNKNOWN,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard,M,15,FATAL,Y,UNKNOWN,UNKNOWN
Norfolk Island,Fishing,M,UNKNOWN,Laceration to arm,N,UNKNOWN,UNKNOWN
Queensland,Swimming,F,UNKNOWN,Abrasions to left leg,N,UNKNOWN,UNKNOWN
Texas,UNKNOWN,M,UNKNOWN,Hand bitten,N,UNKNOWN,UNKNOWN
Brittany,Fishing boat,UNKNOWN,UNKNOWN,"No injury, no attack",UNKNOWN,UNKNOWN,Invalid
Havana Province,Riding a horse,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Island,Bathing,M,UNKNOWN,Minor injury to leg,N,UNKNOWN,UNKNOWN
Out Islands,Fell overboard from sponge vessel,M,UNKNOWN,"FATAL, leg severed",Y,UNKNOWN,16 shark
UNKNOWN, a canoe was pursuing a schooner that had forcibily abducted 5 young girls,M,UNKNOWN,6 or 8 of the would-be rescuers were shot & the rest were killed by sharks,Y,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,21,Lacerations to calf by netted shark PROVOKED INCIDENT,N,Night,12 shark
Torres Strait,Dress diving,M,UNKNOWN,FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT,Y,UNKNOWN,UNKNOWN
New South Wales,Swimming,M,UNKNOWN,Foot severed,N,UNKNOWN,UNKNOWN
North Island,"Swimming, after boat swamped",M,UNKNOWN,Hand bitten,N,UNKNOWN,UNKNOWN
UNKNOWN,Attempting to rescue shipmate,M,UNKNOWN,Injured,N,UNKNOWN,UNKNOWN
Line Islands,"Sea Disaster, canoes capsized in storm",UNKNOWN,UNKNOWN,"FATAL. Of 38 people in the water, 8 were killed by sharks & 1 mans leg was severed",Y,UNKNOWN,UNKNOWN
Nova Scotia,Knocked overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New Jersey,Shooting sharks ,M,UNKNOWN,"Survived, PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN
Virginia,Fishing for sharks when he became entangled in net & fell overboard,M,UNKNOWN,"Fatal, but death may have been due to drowning",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
UNKNOWN,Fleeing across a river,UNKNOWN,UNKNOWN,FATAL,Y,Night,UNKNOWN
Kingston Parish,boat capsized,M,UNKNOWN,FATAL,Y,Night,UNKNOWN
Queensland,Swimming to shore after boat capsized by a squall,UNKNOWN,UNKNOWN,"Fatal, but death may have been due to drowning",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Woodlark Islands,Thrown overboard,M,18,Arm bitten,N,UNKNOWN,UNKNOWN
UNKNOWN,Thrown overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New Jersey,Fishing for bluefish,UNKNOWN,UNKNOWN,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N,UNKNOWN,"57"" shark"
Connecticut,Treading for clams,M,UNKNOWN,Severe lacerations to left arm.,N,UNKNOWN,UNKNOWN
Upolu Island,Bathing,M,UNKNOWN,Both legs severed,N,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,Legs severed ,N,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,Severe lacerations to foot,N,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Eastern Cape Province,UNKNOWN,M,UNKNOWN,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",UNKNOWN,UNKNOWN,Invalid
UNKNOWN,Diving,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Munxar Reef,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",M,UNKNOWN,"FATAL, 2 men were lost, presumed taken by the shark",Y,UNKNOWN,UNKNOWN
Tasmania,Wading,M,UNKNOWN,Knee bitten,N,UNKNOWN,"Sevengill shark, 14, was caught in the vicinity"
Tamil Nadu,Diving,M,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN
Tamil Nadu,Diving,M,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN
North Island,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
KwaZulu-Natal,Bathing,M,UNKNOWN,"FATAL, leg bitten, foot partly severed ",Y,15h30,UNKNOWN
Northern Peloponnese,UNKNOWN,UNKNOWN,UNKNOWN,"Human remains found in 4m, 900 kg shark",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Queensland,Fell into the water,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Hawaii,Parachuted from balloon,M,UNKNOWN,Speculated that he was taken by a shark but most likely drowned,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Tamil Nadu,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Florida,Swimming,M,UNKNOWN,"FATAL, calf bitten",Y,UNKNOWN,UNKNOWN
Texas,Fishing,M,UNKNOWN,Leg bitten,N,07h30,18 shark
Victoria,Fell into the water,M,UNKNOWN,FATAL ,Y,UNKNOWN,UNKNOWN
Florida,Fishing,UNKNOWN,UNKNOWN,No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
Western Area,Cleaning the side of a ship,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Between Perth & Colombo,Swimming,M,UNKNOWN,Foot severed,N,UNKNOWN,UNKNOWN
New South Wales,Swimming,M,11,FATAL,Y,13h00,UNKNOWN
New South Wales,Working on the bridge when he fell into the river,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
 Primorje-Gorski Kotar County,UNKNOWN,UNKNOWN,UNKNOWN,Human remains found in shark,Y,UNKNOWN,"5m, 3500 kg female shark"
Nova Scotia,The steamships Thingvalla and Geiser collided,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New York,Sailing,UNKNOWN,UNKNOWN,No injury to occupants. Shark beat away with oar,N,UNKNOWN,UNKNOWN
UNKNOWN,Probabable drowning,M,UNKNOWN,Human remains recovered from a 10 to 12 shark caught in a turtle net,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Gujarat,The Dwarka foundered,M,UNKNOWN,"FATAL, only 1 of her crew of 7 survived",Y,UNKNOWN,UNKNOWN
Lukovo,UNKNOWN,UNKNOWN,UNKNOWN,Human remains & clothing found in 7 shark,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Victoria,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, shark holed boat",N,Evening,UNKNOWN
Victoria,The cutter yacht Cutty Sark sank,M,UNKNOWN,Probable drowning & scavenging,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
South Island,Floating on his back,M,UNKNOWN,"Arm severely lacerated, surgically amputated",N,06h00,"Unknown, but the shark was caught and put on exhibition"
New South Wales,Rowing,M,UNKNOWN,"Shark bit boat, but no injury to occupant who swam ashore",N,UNKNOWN,UNKNOWN
Eastern Cape Province,Crossing the river mouth,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Mediterranean Sea,Sponge diving,M,UNKNOWN,Lacerations to thorax and hands,N,UNKNOWN,UNKNOWN
Cortés,Fell oveboard from steamer Wanderer,M,33,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,UNKNOWN,M,UNKNOWN,FATAL,Y,11h30,12 to 14 shark
Florida,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,"Sea disaster, wreck of the Alfred Watts",M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,Leg injured,N,UNKNOWN,UNKNOWN
 Primorje-Gorski Kotar County,UNKNOWN,UNKNOWN,UNKNOWN,Shoes & human remains found in a shark,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Gulf of California,"Sea disaster, wreck of the sloop Sara",M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Australia,Rowing a dinghy,UNKNOWN,UNKNOWN,No injury to occupants,N,UNKNOWN,13 shark
North Island,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Western Cape Province,UNKNOWN,UNKNOWN,UNKNOWN,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N,UNKNOWN,4.7 m [15.5] shark
Alagoas,The passenger ship Kapuna was run down the ore carrier Ada Melmore,M,UNKNOWN,FATAL,Y,03h00,UNKNOWN
Eastern Cape Province,Swimming,M,13,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y,12h00,UNKNOWN
"Somewhere between Philadelphia and Hiogo, Japan",British ship Macedon was thrown on her beam ends by a sudden squall,M,UNKNOWN,Foot severed,N,UNKNOWN,UNKNOWN
 New Jersey,UNKNOWN,M,UNKNOWN,"Shark attacked boat, shark killed & towed to shore",N,UNKNOWN,Shark was said to “have a very rough ½”-thick skin”
New Jersey,"Netting menhaden, sharks caught in net",UNKNOWN,UNKNOWN,"No injury, sharks ripped net & bit boat PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN
New Jersey,Clamming,M,UNKNOWN,"No injury. They were chased by three sharks, one of which rammed their boat",N,UNKNOWN,3 m [10] sharks
Queensland,Swimming after being washed overboard,M,18,FATAL,Y,UNKNOWN,UNKNOWN
Hawaii,"Fishing from shore, washed into the sea",F,UNKNOWN,"The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
South Province,Bathing,M,UNKNOWN,FATAL,Y,12h00,UNKNOWN
Queensland,Oystering,M,UNKNOWN,Wrist bitten,N,UNKNOWN,UNKNOWN
South Island,Sea disaster : Wreck of the Taiaroa,M,UNKNOWN,Probable drowning & scavenging,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
South Island,Bathing ,M,UNKNOWN,Left leg severed. Probably confusion with GSAF 1886.01.28,UNKNOWN,UNKNOWN,Questionable
New South Wales,He drowned when boat capsized,M,UNKNOWN,His body was found in a tiger shark; next day other human remains found in sharks at Berrys Bay ,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Victoria,Fishing,M,UNKNOWN,"No injury to occupants, shark shook boat ""stem to stern""",N,UNKNOWN,UNKNOWN
Eastern Cape Province,Diving off jetty,M,UNKNOWN,"Chest & buttocks bitten, left leg severed at knee",N,07h00,UNKNOWN
Queensland,Diving alongsidethe steamship Ranelagh ,M,UNKNOWN,Foot bitten,N,UNKNOWN,UNKNOWN
Western Cape Province,Swimming,M,UNKNOWN,FATAL. Partial remains washed ashore the next day,Y,UNKNOWN,UNKNOWN
New South Wales,Sailing,M,UNKNOWN,Leg severed,N,Afternoon,UNKNOWN
Queensland,UNKNOWN,UNKNOWN,UNKNOWN,"No injury to occupant, shark bit off section of the boats rudder",N,UNKNOWN,15 shark
Western Australia,Bathing,M,UNKNOWN,Laceration to calf,N,Evening,UNKNOWN
UNKNOWN,Fell or jumped overboard from the liner Rhynland,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Hawaii,Wreck of the schooner Pohoiki ,M,UNKNOWN,Left arm severed,N,UNKNOWN,UNKNOWN
Hawaii,Wreck of the schooner Pohoiki ,M,UNKNOWN,Laceration to torso,N,UNKNOWN,UNKNOWN
Hawaii,Wreck of the schooner Pohoiki ,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Island,Bathing,M,UNKNOWN,Lacerations to lower leg,N,UNKNOWN,UNKNOWN
KwaZulu-Natal,Fishing,M,UNKNOWN,"No injury to occupant, rammed oar in sharks mouth and it bit the oar ",N,UNKNOWN,3 m [10] shark
South Australia,yachting accident,M,UNKNOWN,"Cause of death most likely drowning, remains recovered in shark",Y,UNKNOWN,14 shark
Côte dAzur  ,UNKNOWN,F,UNKNOWN,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,Y,02h00,10 shark
New Jersey,Boating,M,UNKNOWN,Hand bitten,N,UNKNOWN,UNKNOWN
New York,Clamming,M,UNKNOWN,Unclear if he sustained any injury from the 7 shark,UNKNOWN,UNKNOWN,Questionable
UNKNOWN,Fell overboard from the steamship Chala,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Eastern Cape Province,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Australia,Fell overboard,F,UNKNOWN,FATAL,Y,UNKNOWN,Said to involve 2 sharks
New South Wales,Swimming,M,21,FATAL,Y,12h00,UNKNOWN
Texas,Knocked overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Maldonado coast,Fell overboard & rescuer,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
East coast,Jumped overboard ,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Tasmania,Swimming / escaping imprisonment ,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Fishing for sharks,M,UNKNOWN,Leg injured by hooked shark PROVOKED INCIDENT,N,UNKNOWN,7 shark
Northern Territory,Diving,M,UNKNOWN,Arm severed,N,UNKNOWN,UNKNOWN
Northern Territory,Diving,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,37,FATAL,Y,05h30,UNKNOWN
UNKNOWN,Fishing,M,UNKNOWN,"FATAL, remains recovered from 2 sharks",Y,UNKNOWN,14 shark
Florida,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Carolina,UNKNOWN,M,UNKNOWN,"Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
South Carolina,UNKNOWN,M,UNKNOWN,FATAL,Y,UNKNOWN,a school of sharks
South Island,Restraining a beached shark,M,UNKNOWN,Hand severely nipped PROVOKED INCIDENT ,N,UNKNOWN,4 to 5 shark
North Island,Bathing,M,UNKNOWN,Sole of foot bitten,N,Morning,UNKNOWN
North Island,Bathing,M,UNKNOWN,Lacerations to thigh,N,Morning,UNKNOWN
UNKNOWN,Clinging to shipwrecked junk,M,UNKNOWN,Lacerations to elbows &  knees,N,UNKNOWN,UNKNOWN
New South Wales,Fell overboard,M,UNKNOWN,Laceration to calf,N,Afternoon,UNKNOWN
UNKNOWN,Pearl diving,M,UNKNOWN,FATAL      Torso bitten,Y,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Pearl diving,M,UNKNOWN,FATAL                       Thigh bitten,Y,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard from the Selim,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Florida,"During ""an exhibition"" he was tied in sack & thrown overboard ",M,UNKNOWN,"No injury, sack rammed by shark & shark  harassed him when he surfaced",N,UNKNOWN,UNKNOWN
Queensland,UNKNOWN,M,UNKNOWN,Survived,N,UNKNOWN,UNKNOWN
New South Wales,Swimming,M,UNKNOWN,Shark involvement suspected but not confirmed,UNKNOWN,Evening,Shark involvement prior to death unconfirmed
Florida,Bathing,M,18,FATAL,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
North Carolina,Bathing,M,UNKNOWN,"FATAL, possible post-mortem bites",Y,UNKNOWN,UNKNOWN
